name	qid	measure	value
BM25	1025793	P_5	0.0
BM25	1025793	ndcg	0.12742192332466235
BM25	102608	bpref	0.5714285714285714
BM25	102608	recip_rank	0.020833333333333332
BM25	102608	P_5	0.0
BM25	102608	ndcg	0.1283098732664411
BM25	1026369	bpref	0.3333333333333333
BM25	1026369	recip_rank	0.04
BM25	1026369	P_5	0.0
BM25	1026369	ndcg	0.05655342873634883
BM25	1026383	bpref	0.4
BM25	1026383	recip_rank	0.013513513513513514
BM25	1026383	P_5	0.0
BM25	1026383	ndcg	0.1033941462077067
BM25	102657	bpref	0.6666666666666666
BM25	102657	recip_rank	0.017241379310344827
BM25	102657	P_5	0.0
BM25	102657	ndcg	0.15604104699184948
BM25	1026623	bpref	0.6666666666666666
BM25	1026623	recip_rank	0.058823529411764705
BM25	1026623	P_5	0.0
BM25	1026623	ndcg	0.2063603090173618
BM25	10271	bpref	0.4
BM25	10271	recip_rank	0.013888888888888888
BM25	10271	P_5	0.0
BM25	10271	ndcg	0.15182023923840532
BM25	10272	bpref	0.25
BM25	10272	recip_rank	0.05263157894736842
BM25	10272	P_5	0.0
BM25	10272	ndcg	0.055188127081220825
BM25	1027293	bpref	1.0
BM25	1027293	recip_rank	0.2
BM25	1027293	P_5	0.2
BM25	1027293	ndcg	0.44693547484016105
BM25	1028074	bpref	0.125
BM25	1028074	recip_rank	0.002364066193853428
BM25	1028074	P_5	0.0
BM25	1028074	ndcg	0.020516966424554403
BM25	1028113	bpref	0.0
BM25	1028113	recip_rank	0.0
BM25	1028113	P_5	0.0
BM25	1028113	ndcg	0.0
BM25	1028742	bpref	0.0
BM25	1028742	recip_rank	0.0
BM25	1028742	P_5	0.0
BM25	1028742	ndcg	0.0
BM25	102875	bpref	0.25
BM25	102875	recip_rank	0.002890173410404624
BM25	102875	P_5	0.0
BM25	102875	ndcg	0.02826460482772411
BM25	1028769	bpref	0.0
BM25	1028769	recip_rank	0.0
BM25	1028769	P_5	0.0
BM25	1028769	ndcg	0.0
BM25	1028784	bpref	0.0
BM25	1028784	recip_rank	0.0040650406504065045
BM25	1028784	P_5	0.0
BM25	1028784	ndcg	0.0956407160468237
BM25	1028822	bpref	0.5
BM25	1028822	recip_rank	0.02127659574468085
BM25	1028822	P_5	0.0
BM25	1028822	ndcg	0.17475116920536882
BM25	1028830	bpref	0.5
BM25	1028830	recip_rank	0.0029940119760479044
BM25	1028830	P_5	0.0
BM25	1028830	ndcg	0.19759143664584494
BM25	1028924	bpref	0.2
BM25	1028924	recip_rank	0.0028011204481792717
BM25	1028924	P_5	0.0
BM25	1028924	ndcg	0.046411681478868025
BM25	1028949	bpref	0.4
BM25	1028949	recip_rank	0.00909090909090909
BM25	1028949	P_5	0.0
BM25	1028949	ndcg	0.0499562873243322
BM25	1028968	bpref	0.0
BM25	1028968	recip_rank	0.0
BM25	1028968	P_5	0.0
BM25	1028968	ndcg	0.0
BM25	10290	bpref	0.18181818181818182
BM25	10290	recip_rank	0.5
BM25	10290	P_5	0.2
BM25	10290	ndcg	0.1073335868150231
BM25	1029085	bpref	0.0
BM25	1029085	recip_rank	0.04
BM25	1029085	P_5	0.0
BM25	1029085	ndcg	0.24912909360030533
BM25	1029250	bpref	0.16666666666666666
BM25	1029250	recip_rank	0.02857142857142857
BM25	1029250	P_5	0.0
BM25	1029250	ndcg	0.100317331787497
BM25	1029283	bpref	0.5714285714285714
BM25	1029283	recip_rank	0.010526315789473684
BM25	1029283	P_5	0.0
BM25	1029283	ndcg	0.1276884003291596
BM25	1029361	bpref	0.22222222222222224
BM25	1029361	recip_rank	0.030303030303030304
BM25	1029361	P_5	0.0
BM25	1029361	ndcg	0.09396806730705684
BM25	10294	bpref	0.3333333333333333
BM25	10294	recip_rank	0.09090909090909091
BM25	10294	P_5	0.0
BM25	10294	ndcg	0.2487896589703388
BM25	1029405	bpref	0.125
BM25	1029405	recip_rank	0.002512562814070352
BM25	1029405	P_5	0.0
BM25	1029405	ndcg	0.0234495404995296
BM25	1029474	bpref	0.34285714285714286
BM25	1029474	recip_rank	0.0045871559633027525
BM25	1029474	P_5	0.0
BM25	1029474	ndcg	0.15577753055859928
BM25	1029517	bpref	0.0
BM25	1029517	recip_rank	0.0
BM25	1029517	P_5	0.0
BM25	1029517	ndcg	0.0
BM25	1029564	bpref	0.5555555555555556
BM25	1029564	recip_rank	0.02040816326530612
BM25	1029564	P_5	0.0
BM25	1029564	ndcg	0.12783734370838493
BM25	1029598	bpref	0.0
BM25	1029598	recip_rank	0.0
BM25	1029598	P_5	0.0
BM25	1029598	ndcg	0.0
BM25	1029604	bpref	0.3333333333333333
BM25	1029604	recip_rank	0.0012642225031605564
BM25	1029604	P_5	0.0
BM25	1029604	ndcg	0.03316877293481715
BM25	1029610	bpref	0.7142857142857143
BM25	1029610	recip_rank	0.047619047619047616
BM25	1029610	P_5	0.0
BM25	1029610	ndcg	0.17774756941803552
BM25	1029661	bpref	0.7857142857142857
BM25	1029661	recip_rank	0.2
BM25	1029661	P_5	0.2
BM25	1029661	ndcg	0.43334864842199367
BM25	1029881	bpref	0.8
BM25	1029881	recip_rank	0.02857142857142857
BM25	1029881	P_5	0.0
BM25	1029881	ndcg	0.2101455039866597
BM25	1029882	bpref	0.0
BM25	1029882	recip_rank	0.0
BM25	1029882	P_5	0.0
BM25	1029882	ndcg	0.0
BM25	102995	bpref	0.25
BM25	102995	recip_rank	0.02
BM25	102995	P_5	0.0
BM25	102995	ndcg	0.14073923698479524
BM25	1030099	bpref	0.125
BM25	1030099	recip_rank	0.16666666666666666
BM25	1030099	P_5	0.0
BM25	1030099	ndcg	0.09010000865236768
BM25	1030138	bpref	1.0
BM25	1030138	recip_rank	0.09090909090909091
BM25	1030138	P_5	0.0
BM25	1030138	ndcg	0.28166513169819096
BM25	103015	bpref	0.25
BM25	103015	recip_rank	0.05
BM25	103015	P_5	0.0
BM25	103015	ndcg	0.1472378971947406
BM25	1030179	bpref	0.125
BM25	1030179	recip_rank	0.014285714285714285
BM25	1030179	P_5	0.0
BM25	1030179	ndcg	0.023559853871371775
BM25	1030181	bpref	0.2222222222222222
BM25	1030181	recip_rank	0.0033783783783783786
BM25	1030181	P_5	0.0
BM25	1030181	ndcg	0.0369735597956312
BM25	1030454	bpref	0.3333333333333333
BM25	1030454	recip_rank	0.0035842293906810036
BM25	1030454	P_5	0.0
BM25	1030454	ndcg	0.11402262607516143
BM25	1030515	bpref	0.6
BM25	1030515	recip_rank	0.5
BM25	1030515	P_5	0.2
BM25	1030515	ndcg	0.3223756321685636
BM25	1031007	bpref	0.2
BM25	1031007	recip_rank	0.02127659574468085
BM25	1031007	P_5	0.0
BM25	1031007	ndcg	0.07819918191626044
BM25	1031103	bpref	0.0
BM25	1031103	recip_rank	0.0
BM25	1031103	P_5	0.0
BM25	1031103	ndcg	0.0
BM25	1031248	bpref	0.2
BM25	1031248	recip_rank	0.017543859649122806
BM25	1031248	P_5	0.0
BM25	1031248	ndcg	0.043233898218039135
BM25	1031275	bpref	0.6666666666666667
BM25	1031275	recip_rank	0.01694915254237288
BM25	1031275	P_5	0.0
BM25	1031275	ndcg	0.18387674761216588
BM25	1031519	bpref	0.5
BM25	1031519	recip_rank	0.005434782608695652
BM25	1031519	P_5	0.0
BM25	1031519	ndcg	0.05046800095156474
BM25	1031699	bpref	0.25
BM25	1031699	recip_rank	0.001049317943336831
BM25	1031699	P_5	0.0
BM25	1031699	ndcg	0.02836700068859795
BM25	1031709	bpref	0.0
BM25	1031709	recip_rank	0.0
BM25	1031709	P_5	0.0
BM25	1031709	ndcg	0.0
BM25	1031871	bpref	1.0
BM25	1031871	recip_rank	0.043478260869565216
BM25	1031871	P_5	0.0
BM25	1031871	ndcg	0.21305423305710622
BM25	1031940	bpref	0.3333333333333333
BM25	1031940	recip_rank	0.021739130434782608
BM25	1031940	P_5	0.0
BM25	1031940	ndcg	0.18786404998670933
BM25	1032126	bpref	0.14285714285714285
BM25	1032126	recip_rank	0.007407407407407408
BM25	1032126	P_5	0.0
BM25	1032126	ndcg	0.04891521617076792
BM25	1032237	bpref	0.25
BM25	1032237	recip_rank	0.005263157894736842
BM25	1032237	P_5	0.0
BM25	1032237	ndcg	0.03705375467563808
BM25	1032417	bpref	0.0
BM25	1032417	recip_rank	0.0
BM25	1032417	P_5	0.0
BM25	1032417	ndcg	0.0
BM25	1032450	bpref	0.5
BM25	1032450	recip_rank	0.01818181818181818
BM25	1032450	P_5	0.0
BM25	1032450	ndcg	0.1773835440064816
BM25	103246	bpref	0.2
BM25	103246	recip_rank	0.010638297872340425
BM25	103246	P_5	0.0
BM25	103246	ndcg	0.13446136584904853
BM25	1032476	bpref	1.0
BM25	1032476	recip_rank	0.3333333333333333
BM25	1032476	P_5	0.2
BM25	1032476	ndcg	0.3688269170831263
BM25	103249	bpref	0.2878787878787879
BM25	103249	recip_rank	0.07142857142857142
BM25	103249	P_5	0.0
BM25	103249	ndcg	0.1381647806334467
BM25	1032703	bpref	0.5
BM25	1032703	recip_rank	0.14285714285714285
BM25	1032703	P_5	0.0
BM25	1032703	ndcg	0.14857148239845752
BM25	1032778	bpref	0.5
BM25	1032778	recip_rank	0.015151515151515152
BM25	1032778	P_5	0.0
BM25	1032778	ndcg	0.1335894052188476
BM25	1032810	bpref	0.2
BM25	1032810	recip_rank	0.015151515151515152
BM25	1032810	P_5	0.0
BM25	1032810	ndcg	0.06490972078009785
BM25	1033018	bpref	0.4
BM25	1033018	recip_rank	0.07142857142857142
BM25	1033018	P_5	0.0
BM25	1033018	ndcg	0.1957771574309628
BM25	1033219	bpref	0.3333333333333333
BM25	1033219	recip_rank	0.0031645569620253164
BM25	1033219	P_5	0.0
BM25	1033219	ndcg	0.06589716181016003
BM25	1033278	bpref	0.6666666666666666
BM25	1033278	recip_rank	0.01818181818181818
BM25	1033278	P_5	0.0
BM25	1033278	ndcg	0.1759674368845001
BM25	1033344	bpref	0.2
BM25	1033344	recip_rank	0.5
BM25	1033344	P_5	0.2
BM25	1033344	ndcg	0.12421371338458446
BM25	1033436	bpref	0.0
BM25	1033436	recip_rank	0.0
BM25	1033436	P_5	0.0
BM25	1033436	ndcg	0.0
BM25	103348	bpref	0.6666666666666666
BM25	103348	recip_rank	0.06666666666666667
BM25	103348	P_5	0.0
BM25	103348	ndcg	0.18843707109711838
BM25	103352	bpref	0.6666666666666666
BM25	103352	recip_rank	0.1111111111111111
BM25	103352	P_5	0.0
BM25	103352	ndcg	0.26369353593136435
BM25	1033665	bpref	0.25
BM25	1033665	recip_rank	0.006535947712418301
BM25	1033665	P_5	0.0
BM25	1033665	ndcg	0.03863773723003772
BM25	1033767	bpref	0.20833333333333334
BM25	1033767	recip_rank	0.003937007874015748
BM25	1033767	P_5	0.0
BM25	1033767	ndcg	0.040652421464773554
BM25	1033832	bpref	0.5
BM25	1033832	recip_rank	0.041666666666666664
BM25	1033832	P_5	0.0
BM25	1033832	ndcg	0.15261908629615595
BM25	103397	bpref	0.8
BM25	103397	recip_rank	1.0
BM25	103397	P_5	0.2
BM25	103397	ndcg	0.49295409040101107
BM25	1033978	bpref	0.3333333333333333
BM25	1033978	recip_rank	0.019230769230769232
BM25	1033978	P_5	0.0
BM25	1033978	ndcg	0.05576089014737468
BM25	1033998	bpref	1.0
BM25	1033998	recip_rank	0.3333333333333333
BM25	1033998	P_5	0.4
BM25	1033998	ndcg	0.5190699598621265
BM25	1034133	bpref	0.3333333333333333
BM25	1034133	recip_rank	0.002364066193853428
BM25	1034133	P_5	0.0
BM25	1034133	ndcg	0.06091393339645175
BM25	10342	bpref	0.0
BM25	10342	recip_rank	0.0
BM25	10342	P_5	0.0
BM25	10342	ndcg	0.0
BM25	1034305	bpref	0.2
BM25	1034305	recip_rank	0.0021929824561403508
BM25	1034305	P_5	0.0
BM25	1034305	ndcg	0.02471350213273633
BM25	1034562	bpref	0.8333333333333334
BM25	1034562	recip_rank	0.016666666666666666
BM25	1034562	P_5	0.0
BM25	1034562	ndcg	0.19946307570524982
BM25	1034624	bpref	0.2
BM25	1034624	recip_rank	0.07142857142857142
BM25	1034624	P_5	0.0
BM25	1034624	ndcg	0.18939501256892302
BM25	1034688	bpref	0.11111111111111112
BM25	1034688	recip_rank	0.004464285714285714
BM25	1034688	P_5	0.0
BM25	1034688	ndcg	0.08175144284787728
BM25	103469	bpref	0.5
BM25	103469	recip_rank	0.047619047619047616
BM25	103469	P_5	0.0
BM25	103469	ndcg	0.15175293984560684
BM25	1034894	bpref	0.5
BM25	1034894	recip_rank	0.16666666666666666
BM25	1034894	P_5	0.0
BM25	1034894	ndcg	0.26871721144616645
BM25	1035209	bpref	0.14285714285714285
BM25	1035209	recip_rank	0.047619047619047616
BM25	1035209	P_5	0.0
BM25	1035209	ndcg	0.03617065761778765
BM25	1035428	bpref	0.5
BM25	1035428	recip_rank	0.007194244604316547
BM25	1035428	P_5	0.0
BM25	1035428	ndcg	0.10960196350122388
BM25	1035520	bpref	0.4
BM25	1035520	recip_rank	0.003215434083601286
BM25	1035520	P_5	0.0
BM25	1035520	ndcg	0.09904411573994586
BM25	1035915	bpref	0.8
BM25	1035915	recip_rank	0.012195121951219513
BM25	1035915	P_5	0.0
BM25	1035915	ndcg	0.15458832107762074
BM25	1036195	bpref	0.8
BM25	1036195	recip_rank	0.0625
BM25	1036195	P_5	0.0
BM25	1036195	ndcg	0.23137191163663517
BM25	103634	bpref	0.4
BM25	103634	recip_rank	1.0
BM25	103634	P_5	0.2
BM25	103634	ndcg	0.33015672871006174
BM25	103655	bpref	0.3333333333333333
BM25	103655	recip_rank	1.0
BM25	103655	P_5	0.2
BM25	103655	ndcg	0.5316519652587917
BM25	1036633	bpref	1.0
BM25	1036633	recip_rank	1.0
BM25	1036633	P_5	0.2
BM25	1036633	ndcg	0.4132309578568245
BM25	103686	bpref	0.0
BM25	103686	recip_rank	0.0
BM25	103686	P_5	0.0
BM25	103686	ndcg	0.0
BM25	10373	bpref	0.5
BM25	10373	recip_rank	0.2
BM25	10373	P_5	0.2
BM25	10373	ndcg	0.21177133841852788
BM25	1037354	bpref	0.8
BM25	1037354	recip_rank	0.05555555555555555
BM25	1037354	P_5	0.0
BM25	1037354	ndcg	0.18480504631368833
BM25	1037370	bpref	0.16666666666666669
BM25	1037370	recip_rank	0.0031746031746031746
BM25	1037370	P_5	0.0
BM25	1037370	ndcg	0.0470123262921893
BM25	103742	bpref	0.0
BM25	103742	recip_rank	0.0
BM25	103742	P_5	0.0
BM25	103742	ndcg	0.0
BM25	1037431	bpref	0.0
BM25	1037431	recip_rank	0.0
BM25	1037431	P_5	0.0
BM25	1037431	ndcg	0.0
BM25	103835	bpref	0.6
BM25	103835	recip_rank	0.07692307692307693
BM25	103835	P_5	0.0
BM25	103835	ndcg	0.25969638759688024
BM25	1038490	bpref	0.6
BM25	1038490	recip_rank	0.08333333333333333
BM25	1038490	P_5	0.0
BM25	1038490	ndcg	0.22117575830254962
BM25	103896	bpref	0.4
BM25	103896	recip_rank	0.023255813953488372
BM25	103896	P_5	0.0
BM25	103896	ndcg	0.09680190401795234
BM25	103913	bpref	1.0
BM25	103913	recip_rank	0.5
BM25	103913	P_5	0.6
BM25	103913	ndcg	0.5638025439763358
BM25	1039233	bpref	0.3333333333333333
BM25	1039233	recip_rank	0.047619047619047616
BM25	1039233	P_5	0.0
BM25	1039233	ndcg	0.11460791700112763
BM25	1039649	bpref	0.6
BM25	1039649	recip_rank	0.25
BM25	1039649	P_5	0.2
BM25	1039649	ndcg	0.3668375674052017
BM25	1040285	bpref	0.25
BM25	1040285	recip_rank	0.004672897196261682
BM25	1040285	P_5	0.0
BM25	1040285	ndcg	0.055007506013966964
BM25	104046	bpref	0.6
BM25	104046	recip_rank	1.0
BM25	104046	P_5	0.2
BM25	104046	ndcg	0.5329098493134984
BM25	1040566	bpref	0.0
BM25	1040566	recip_rank	0.0
BM25	1040566	P_5	0.0
BM25	1040566	ndcg	0.0
BM25	1040612	bpref	0.6
BM25	1040612	recip_rank	0.3333333333333333
BM25	1040612	P_5	0.4
BM25	1040612	ndcg	0.5611003987058011
BM25	104126	bpref	0.4
BM25	104126	recip_rank	0.004366812227074236
BM25	104126	P_5	0.0
BM25	104126	ndcg	0.06635419622523407
BM25	1041349	bpref	1.0
BM25	1041349	recip_rank	0.05555555555555555
BM25	1041349	P_5	0.0
BM25	1041349	ndcg	0.2648556858642515
BM25	1041588	bpref	0.888888888888889
BM25	1041588	recip_rank	0.3333333333333333
BM25	1041588	P_5	0.2
BM25	1041588	ndcg	0.3878437864103904
BM25	1041677	bpref	0.6666666666666666
BM25	1041677	recip_rank	0.018518518518518517
BM25	1041677	P_5	0.0
BM25	1041677	ndcg	0.182716536572529
BM25	1041820	bpref	0.2
BM25	1041820	recip_rank	0.009523809523809525
BM25	1041820	P_5	0.0
BM25	1041820	ndcg	0.06491448606428882
BM25	1041853	bpref	1.0
BM25	1041853	recip_rank	1.0
BM25	1041853	P_5	0.2
BM25	1041853	ndcg	0.4626162104457334
BM25	1042414	bpref	0.888888888888889
BM25	1042414	recip_rank	0.3333333333333333
BM25	1042414	P_5	0.2
BM25	1042414	ndcg	0.3812718012781619
BM25	1042582	bpref	1.0
BM25	1042582	recip_rank	0.043478260869565216
BM25	1042582	P_5	0.0
BM25	1042582	ndcg	0.26804281615511183
BM25	1042942	bpref	0.2857142857142857
BM25	1042942	recip_rank	0.0136986301369863
BM25	1042942	P_5	0.0
BM25	1042942	ndcg	0.12694752501940912
BM25	1043024	bpref	0.2
BM25	1043024	recip_rank	0.047619047619047616
BM25	1043024	P_5	0.0
BM25	1043024	ndcg	0.2650689616211676
BM25	1043324	bpref	0.0
BM25	1043324	recip_rank	0.0
BM25	1043324	P_5	0.0
BM25	1043324	ndcg	0.0
BM25	1044815	bpref	0.2857142857142857
BM25	1044815	recip_rank	0.029411764705882353
BM25	1044815	P_5	0.0
BM25	1044815	ndcg	0.08127721977898797
BM25	104514	bpref	1.0
BM25	104514	recip_rank	0.014285714285714285
BM25	104514	P_5	0.0
BM25	104514	ndcg	0.1947066511445655
BM25	1045542	bpref	0.8571428571428571
BM25	1045542	recip_rank	0.09090909090909091
BM25	1045542	P_5	0.0
BM25	1045542	ndcg	0.27929062789226794
BM25	1045915	bpref	0.4
BM25	1045915	recip_rank	0.2
BM25	1045915	P_5	0.2
BM25	1045915	ndcg	0.27039042092089344
BM25	1046114	bpref	0.0
BM25	1046114	recip_rank	0.0
BM25	1046114	P_5	0.0
BM25	1046114	ndcg	0.0
BM25	1046214	bpref	0.0
BM25	1046214	recip_rank	0.006802721088435374
BM25	1046214	P_5	0.0
BM25	1046214	ndcg	0.021290140211877986
BM25	10468	bpref	0.25
BM25	10468	recip_rank	0.5
BM25	10468	P_5	0.2
BM25	10468	ndcg	0.3859398390571639
BM25	104697	bpref	0.6
BM25	104697	recip_rank	0.5
BM25	104697	P_5	0.6
BM25	104697	ndcg	0.5110303792074372
BM25	1047018	bpref	0.3333333333333333
BM25	1047018	recip_rank	0.2
BM25	1047018	P_5	0.2
BM25	1047018	ndcg	0.25373461451677104
BM25	104739	bpref	0.2
BM25	104739	recip_rank	0.25
BM25	104739	P_5	0.2
BM25	104739	ndcg	0.18809346402717644
BM25	1047456	bpref	0.3333333333333333
BM25	1047456	recip_rank	0.0029154518950437317
BM25	1047456	P_5	0.0
BM25	1047456	ndcg	0.08689430220121025
BM25	104755	bpref	0.375
BM25	104755	recip_rank	0.014285714285714285
BM25	104755	P_5	0.0
BM25	104755	ndcg	0.09998123306771466
BM25	104782	bpref	0.5
BM25	104782	recip_rank	1.0
BM25	104782	P_5	0.2
BM25	104782	ndcg	0.6131471927654584
BM25	1048295	bpref	0.4
BM25	1048295	recip_rank	0.0056179775280898875
BM25	1048295	P_5	0.0
BM25	1048295	ndcg	0.09254277653648041
BM25	104918	bpref	0.5
BM25	104918	recip_rank	0.3333333333333333
BM25	104918	P_5	0.6
BM25	104918	ndcg	0.6159414251013359
BM25	1049351	bpref	0.4
BM25	1049351	recip_rank	0.002105263157894737
BM25	1049351	P_5	0.0
BM25	1049351	ndcg	0.08851921988920336
BM25	104957	bpref	0.6666666666666666
